"name","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","reviews_per_month","days_as_host","city"
"Double private superior at Ecomama","2020-10-15","within a day",50,100,"f",0,0,"t","f","Private room",2,1,1,186,1,365,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",6,NA,407,"Amsterdam"
"Attic apartment in Amsterdam's coolest area","2014-10-26","N/A",NA,NA,"f",1,1,"t","f","Entire home/apt",4,1,2,100,3,1125,0,17,0,0,4.94,5,4.88,5,5,4.65,4.76,"t",1,0.36,2588,"Amsterdam"
"Sunny, beautiful apartment near park","2016-08-19","N/A",NA,100,"f",1,1,"t","t","Entire home/apt",2,1,1,400,1,30,0,16,1,0,4.93,4.93,4.93,5,5,4.67,4.6,"f",1,0.57,1925,"Amsterdam"
"* Beautiful canalview Suite*","2018-07-02","within an hour",100,100,"f",2,2,"t","t","Private room",2,1,1,159,1,1125,80,110,32,2,4.76,4.76,4.83,4.81,4.78,4.98,4.69,"t",2,3.13,1243,"Amsterdam"
"Cosy and clean apartment","2015-03-22","within an hour",100,100,"f",1,1,"t","t","Entire home/apt",4,2,NA,130,2,30,1,87,9,0,4.92,4.95,4.8,4.87,4.86,4.68,4.62,"f",1,1.09,2441,"Amsterdam"
"Ongebruikte advertentie","2017-04-02","N/A",NA,100,"f",2,2,"t","f","Entire home/apt",2,1,1,96,4,1125,0,1,0,0,5,5,5,5,5,5,5,"f",2,0.02,1699,"Amsterdam"
"Houseboat city center rembrandt square","2017-03-10","within an hour",100,100,"f",1,1,"t","t","Entire home/apt",4,1,3,175,3,1125,302,82,3,1,4.29,4.43,4.28,4.65,4.39,4.91,4.16,"f",1,1.64,1722,"Amsterdam"
"Quiet room in centre-east w/balcony","2013-05-19","within a few hours",100,83,"t",0,0,"t","t","Entire home/apt",2,1,1,120,2,30,56,115,1,1,4.83,4.95,4.81,4.89,4.86,4.67,4.73,"f",1,1.13,3113,"Amsterdam"
"BEAUTIFUL CITYCENTRE LOFT ON CANAL","2013-09-30","within a few hours",100,0,"t",1,1,"t","t","Entire home/apt",2,1,1,229,3,1125,1,69,0,0,4.81,4.85,4.81,4.94,4.89,5,4.71,"f",1,1.04,2979,"Amsterdam"
"Lovely studio Dam square","2019-10-08","within an hour",98,81,"f",11,11,"t","t","Entire home/apt",3,NA,NA,215,2,365,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",7,NA,780,"Amsterdam"
"Historical Warehouse in City Center","2014-06-10","N/A",NA,NA,"f",1,1,"t","t","Entire home/apt",3,2,3,110,5,10,0,7,0,0,4.57,4.71,4.29,4.86,5,4.43,4.29,"t",1,0.09,2726,"Amsterdam"
"Attractive, clean and bright apartment with garden","2015-09-17","N/A",NA,NA,"f",1,1,"t","f","Entire home/apt",2,1,1,129,4,1125,307,30,0,0,4.9,4.97,4.97,4.97,4.9,4.27,4.67,"t",1,0.58,2262,"Amsterdam"
"Sunny 2-bedroom apartment Amsterdam","2013-01-02","within a day",50,62,"f",1,1,"t","t","Entire home/apt",4,2,2,200,3,40,5,28,2,0,4.96,4.96,4.57,4.92,4.93,4.81,4.69,"f",1,0.67,3250,"Amsterdam"
"Lovely apartment Amsterdam,  close to centre!","2014-12-06","within a day",50,NA,"f",0,0,"t","t","Entire home/apt",2,1,NA,89,2,365,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,NA,2547,"Amsterdam"
"Sunny, spacious, stylish apt with garden & office","2013-08-05","N/A",NA,NA,"f",2,2,"t","f","Entire home/apt",2,1,1,120,3,7,0,2,0,0,5,5,5,5,5,5,5,"f",2,0.07,3035,"Amsterdam"
"★ Stunning City Centre Apartment #3","2012-02-28","within an hour",100,88,"t",8,8,"t","t","Entire home/apt",3,2,3,314,7,1125,58,110,5,0,4.85,4.86,4.72,4.85,4.86,4.93,4.67,"f",8,1.46,3559,"Amsterdam"
"Spacious room- quiet neighbourhood- free parking x","2014-07-20","within a few hours",100,74,"t",5,5,"t","f","Private room",1,1,2,35,14,365,26,6,0,0,4.83,4.83,4.83,4.83,4.67,4.17,4.17,"f",4,0.19,2686,"Amsterdam"
"COMFY, COSY GARDEN APP NEAR VONDELP","2013-08-10","within a few hours",100,58,"f",0,0,"t","t","Entire home/apt",2,1,1,139,2,14,163,72,2,1,4.73,4.85,4.94,4.96,5,4.87,4.65,"f",1,0.79,3030,"Amsterdam"
"Light and welcoming family home","2015-01-04","N/A",NA,NA,"f",2,2,"t","t","Entire home/apt",6,3,3,400,2,2,0,3,0,0,5,5,5,5,5,4.67,4.33,"f",1,0.09,2518,"Amsterdam"
"B&B de Albatros","2014-08-19","N/A",NA,NA,"f",1,1,"t","t","Private room",2,1,1,85,2,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,NA,2656,"Amsterdam"
"Central location private room all facillities","2011-10-01","within an hour",100,100,"t",0,0,"t","t","Private room",2,1,1,62,2,30,101,304,43,7,4.85,4.89,4.75,4.95,4.96,4.9,4.79,"t",1,5.62,3709,"Amsterdam"
"Beautiful apartment in Amsterdam (FREE PARKING)","2015-03-31","N/A",NA,NA,"f",0,0,"t","t","Entire home/apt",4,2,2,189,2,10,173,2,2,2,5,5,5,5,5,4,5,"t",1,2,2432,"Amsterdam"
"Wittenberg Two Bedroom Mezzanine Twin Apartment","2019-02-07","N/A",NA,NA,"f",15,15,"t","t","Entire home/apt",4,1,2,276,7,99,257,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",15,NA,1023,"Amsterdam"
"Cozy bohemian appartment","2015-10-21","N/A",NA,80,"f",1,1,"t","t","Entire home/apt",2,1,1,150,2,30,0,2,2,0,5,5,4.5,5,5,4.5,5,"f",1,0.52,2228,"Amsterdam"
"Large family dikehouse in pittoresque quiet street","2012-07-16","a few days or more",0,0,"f",1,1,"t","t","Entire home/apt",4,2,4,215,4,14,351,12,0,0,4.67,4.92,4.42,5,4.83,4.17,4.25,"f",1,0.23,3420,"Amsterdam"
"Houseboat Apartment  Amsterdam Center","2019-02-16","N/A",NA,NA,"t",2,2,"t","t","Entire home/apt",4,2,3,199,3,45,227,41,5,0,4.83,4.78,4.88,4.98,4.95,4.98,4.43,"t",2,1.29,1014,"Amsterdam"
"Super appartment for 2 @ Red Light District","2017-04-06","N/A",NA,NA,"f",2,2,"t","t","Private room",2,NA,1,85,3,1124,0,146,0,0,4.73,4.83,4.83,4.96,4.78,4.84,4.51,"f",2,2.64,1695,"Amsterdam"
"Ground floor apt. with garden next to Vondelpark","2014-07-21","N/A",NA,NA,"t",0,0,"t","f","Entire home/apt",2,1,1,126,2,3,0,12,0,0,4.92,5,4.92,5,5,4.83,4.75,"f",1,0.96,2685,"Amsterdam"
"Charming and light apartment","2014-04-28","N/A",NA,NA,"f",1,1,"t","t","Entire home/apt",2,1,NA,120,3,30,0,22,0,0,4.86,4.86,4.73,4.95,5,4.68,4.64,"f",1,0.45,2769,"Amsterdam"
"Amsterdam Delight!","2013-07-30","N/A",NA,NA,"f",1,1,"t","t","Entire home/apt",4,2,2,300,2,1125,0,41,0,0,5,4.93,5,4.95,4.98,4.9,4.9,"f",1,0.7,3041,"Amsterdam"
"Cosy private room in de 'Pijp' area","2020-09-29","within an hour",100,98,"t",0,0,"t","f","Private room",2,1,1,94,3,1125,107,11,11,2,4.91,4.91,4.91,4.91,5,4.91,4.73,"t",2,3.67,423,"Amsterdam"
"Southern Comfort near Vondelpark","2012-05-22","within a day",100,0,"t",1,1,"t","t","Private room",3,1,2,75,3,30,308,369,0,0,4.87,4.92,4.93,4.94,4.91,4.84,4.79,"f",1,3.28,3475,"Amsterdam"
"Luxurious apartment with beautiful garden","2016-03-30","within a few hours",89,50,"f",1,1,"t","t","Entire home/apt",4,4,3,857,10,30,177,15,0,0,5,5,5,5,5,4.87,4.93,"f",1,0.38,2067,"Amsterdam"
"Charming 2 bedroom apartment West","2012-07-15","N/A",NA,NA,"f",1,1,"t","f","Entire home/apt",3,2,1,125,5,25,0,31,0,0,4.43,4.48,4.33,4.78,4.93,4.52,4.27,"f",1,0.33,3421,"Amsterdam"
"Canal view suite in centre! (perfect location)","2018-10-29","within an hour",100,100,"t",1,1,"t","f","Private room",2,NA,NA,156,2,30,243,29,8,0,4.76,4.9,4.97,4.86,4.97,4.93,4.76,"t",1,1.81,1124,"Amsterdam"
"Colourful Bohemian Chic (2-bedroom apartment)","2017-04-25","N/A",NA,NA,"f",1,1,"t","t","Entire home/apt",4,2,2,150,30,30,0,21,0,0,4.85,4.95,4.95,5,4.85,4.6,4.7,"f",1,0.38,1676,"Amsterdam"
"Modern apartment close to center","2013-01-03","within an hour",100,67,"f",1,1,"t","t","Entire home/apt",3,1,2,100,3,1125,95,55,1,0,4.38,4.62,4.33,4.91,4.93,4.4,4.38,"f",1,0.68,3249,"Amsterdam"
"A very cozy apartment in Amsterdam","2015-08-25","within an hour",100,100,"t",1,1,"t","t","Entire home/apt",2,1,1,161,3,7,114,48,1,1,4.94,4.94,4.9,4.92,4.94,5,4.81,"f",1,0.7,2285,"Amsterdam"
"Light Spacious Apt in Oost","2013-02-08","N/A",NA,NA,"f",1,1,"t","t","Entire home/apt",4,3,2,200,4,30,0,20,0,0,4.95,4.95,4.85,4.84,4.89,4.74,4.74,"f",1,0.28,3213,"Amsterdam"
"3 stars hotel in quiet museum area","2019-06-19","within a few hours",91,67,"f",1,1,"t","t","Hotel room",4,1,2,273,1,1125,0,1,0,0,5,5,5,5,5,5,3,"t",3,0.05,891,"Amsterdam"
"Trendy area in district Baarsjes.","2013-11-25","within an hour",100,100,"f",1,1,"t","t","Entire home/apt",2,1,1,121,3,1125,139,54,2,0,4.75,4.81,4.75,4.9,4.94,4.73,4.56,"t",1,0.71,2923,"Amsterdam"
"Privat room and shared Houseboat ""Ramona"" centre","2011-04-08","within an hour",100,100,"f",1,1,"t","t","Private room",2,1,1,115,1,18,54,45,1,1,4.78,4.91,4.67,4.91,4.87,4.91,4.73,"t",1,0.7,3885,"Amsterdam"
"Brand new apartment OUD-WEST, CENTER. FOR COUPLES!","2016-04-27","within an hour",100,87,"f",0,0,"t","t","Entire home/apt",2,1,1,100,5,12,0,5,5,0,4.8,5,5,5,5,5,4.8,"f",1,1.83,2039,"Amsterdam"
